시간대별시간,주문요일명,광역시도명,시군구명,업종명,주문요일(전처리),시간대(강서구),주문요일(강서구),주문요일전처리(강서구),시간대(송파구),주문요일(송파구),주문요일전처리(송파구)
11,화요일,서울특별시,송파구,카페/디저트,평일,22,화요일,평일,,,평일
11,화요일,서울특별시,구로구,카페/디저트,평일,22,화요일,평일,,,평일
11,화요일,서울특별시,구로구,카페/디저트,평일,22,화요일,평일,,,평일
11,화요일,서울특별시,성북구,카페/디저트,평일,23,화요일,평일,,,평일
11,화요일,서울특별시,강북구,카페/디저트,평일,23,화요일,평일,,,평일
11,화요일,서울특별시,송파구,카페/디저트,평일,23,화요일,평일,,,평일
11,화요일,서울특별시,강서구,카페/디저트,평일,10,수요일,평일,,,평일
11,화요일,서울특별시,강서구,카페/디저트,평일,11,수요일,평일,,,평일
11,화요일,서울특별시,강서구,카페/디저트,평일,11,수요일,평일,,,평일
11,화요일,서울특별시,금천구,카페/디저트,평일,12,수요일,평일,,,평일
11,화요일,서울특별시,금천구,카페/디저트,평일,12,수요일,평일,,,평일
11,화요일,서울특별시,성북구,카페/디저트,평일,12,수요일,평일,,,평일
11,화요일,서울특별시,송파구,카페/디저트,평일,13,수요일,평일,,,평일
11,화요일,서울특별시,송파구,카페/디저트,평일,13,수요일,평일,,,평일
11,화요일,서울특별시,송파구,카페/디저트,평일,13,수요일,평일,,,평일
11,화요일,서울특별시,구로구,카페/디저트,평일,13,수요일,평일,,,평일
11,화요일,서울특별시,구로구,카페/디저트,평일,14,수요일,평일,,,평일
11,화요일,서울특별시,구로구,카페/디저트,평일,14,수요일,평일,,,평일
11,화요일,서울특별시,강서구,카페/디저트,평일,14,수요일,평일,,,평일
11,화요일,서울특별시,구로구,카페/디저트,평일,14,수요일,평일,,,평일
11,화요일,서울특별시,강서구,카페/디저트,평일,15,수요일,평일,,,평일
11,화요일,서울특별시,송파구,카페/디저트,평일,15,수요일,평일,,,평일
11,화요일,서울특별시,구로구,카페/디저트,평일,16,수요일,평일,,,평일
11,화요일,서울특별시,송파구,카페/디저트,평일,15,수요일,평일,,,평일
11,화요일,서울특별시,양천구,카페/디저트,평일,16,수요일,평일,,,평일
11,화요일,서울특별시,성북구,카페/디저트,평일,16,수요일,평일,,,평일
11,화요일,서울특별시,구로구,카페/디저트,평일,16,수요일,평일,,,평일
11,화요일,서울특별시,송파구,카페/디저트,평일,16,수요일,평일,,,평일
11,화요일,서울특별시,성북구,카페/디저트,평일,16,수요일,평일,,,평일
11,화요일,서울특별시,송파구,카페/디저트,평일,16,수요일,평일,,,평일
11,화요일,서울특별시,금천구,카페/디저트,평일,17,수요일,평일,,,평일
11,화요일,서울특별시,양천구,카페/디저트,평일,17,수요일,평일,,,평일
11,화요일,서울특별시,송파구,카페/디저트,평일,17,수요일,평일,,,평일
11,화요일,서울특별시,송파구,카페/디저트,평일,17,수요일,평일,,,평일
11,화요일,서울특별시,구로구,카페/디저트,평일,17,수요일,평일,,,평일
11,화요일,서울특별시,강북구,카페/디저트,평일,18,수요일,평일,,,평일
11,화요일,서울특별시,강서구,카페/디저트,평일,18,수요일,평일,,,평일
11,화요일,서울특별시,송파구,카페/디저트,평일,18,수요일,평일,,,평일
11,화요일,서울특별시,구로구,카페/디저트,평일,19,수요일,평일,,,평일
11,화요일,서울특별시,강서구,카페/디저트,평일,19,수요일,평일,,,평일
11,화요일,서울특별시,은평구,카페/디저트,평일,20,수요일,평일,,,평일
11,화요일,서울특별시,강서구,카페/디저트,평일,20,수요일,평일,,,평일
11,화요일,서울특별시,강서구,카페/디저트,평일,20,수요일,평일,,,평일
11,화요일,서울특별시,양천구,카페/디저트,평일,20,수요일,평일,,,평일
11,화요일,서울특별시,성북구,카페/디저트,평일,20,수요일,평일,,,평일
11,화요일,서울특별시,성북구,카페/디저트,평일,20,수요일,평일,,,평일
11,화요일,서울특별시,성북구,카페/디저트,평일,20,수요일,평일,,,평일
11,화요일,서울특별시,송파구,카페/디저트,평일,21,수요일,평일,,,평일
11,화요일,서울특별시,양천구,카페/디저트,평일,21,수요일,평일,,,평일
11,화요일,서울특별시,송파구,카페/디저트,평일,21,수요일,평일,,,평일
12,화요일,서울특별시,성북구,카페/디저트,평일,21,수요일,평일,,,평일
12,화요일,서울특별시,도봉구,카페/디저트,평일,21,수요일,평일,,,평일
12,화요일,서울특별시,은평구,카페/디저트,평일,21,수요일,평일,,,평일
12,화요일,서울특별시,송파구,카페/디저트,평일,21,수요일,평일,,,평일
12,화요일,서울특별시,구로구,카페/디저트,평일,22,수요일,평일,,,평일
11,화요일,서울특별시,강서구,카페/디저트,평일,22,수요일,평일,,,평일
12,화요일,서울특별시,성북구,카페/디저트,평일,22,수요일,평일,,,평일
11,화요일,서울특별시,강서구,카페/디저트,평일,22,수요일,평일,,,평일
12,화요일,서울특별시,송파구,카페/디저트,평일,22,수요일,평일,,,평일
12,화요일,서울특별시,송파구,카페/디저트,평일,22,수요일,평일,,,평일
12,화요일,서울특별시,구로구,카페/디저트,평일,23,수요일,평일,,,평일
12,화요일,서울특별시,송파구,카페/디저트,평일,23,수요일,평일,,,평일
12,화요일,서울특별시,구로구,카페/디저트,평일,11,목요일,평일,,,평일
12,화요일,서울특별시,성북구,카페/디저트,평일,11,목요일,평일,,,평일
12,화요일,서울특별시,금천구,카페/디저트,평일,11,목요일,평일,,,평일
12,화요일,서울특별시,금천구,카페/디저트,평일,11,목요일,평일,,,평일
12,화요일,서울특별시,송파구,카페/디저트,평일,12,목요일,평일,,,평일
12,화요일,서울특별시,구로구,카페/디저트,평일,12,목요일,평일,,,평일
12,화요일,서울특별시,성북구,카페/디저트,평일,12,목요일,평일,,,평일
12,화요일,서울특별시,성북구,카페/디저트,평일,12,목요일,평일,,,평일
12,화요일,서울특별시,송파구,카페/디저트,평일,12,목요일,평일,,,평일
12,화요일,서울특별시,송파구,카페/디저트,평일,12,목요일,평일,,,평일
12,화요일,서울특별시,구로구,카페/디저트,평일,13,목요일,평일,,,평일
12,화요일,서울특별시,송파구,카페/디저트,평일,13,목요일,평일,,,평일
12,화요일,서울특별시,노원구,카페/디저트,평일,13,목요일,평일,,,평일
12,화요일,서울특별시,도봉구,카페/디저트,평일,13,목요일,평일,,,평일
12,화요일,서울특별시,강서구,카페/디저트,평일,13,목요일,평일,,,평일
12,화요일,서울특별시,노원구,카페/디저트,평일,13,목요일,평일,,,평일
12,화요일,서울특별시,구로구,카페/디저트,평일,13,목요일,평일,,,평일
12,화요일,서울특별시,송파구,카페/디저트,평일,13,목요일,평일,,,평일
12,화요일,서울특별시,강북구,카페/디저트,평일,13,목요일,평일,,,평일
12,화요일,서울특별시,양천구,카페/디저트,평일,13,목요일,평일,,,평일
12,화요일,서울특별시,구로구,카페/디저트,평일,13,목요일,평일,,,평일
12,화요일,서울특별시,강서구,카페/디저트,평일,13,목요일,평일,,,평일
12,화요일,서울특별시,성북구,카페/디저트,평일,13,목요일,평일,,,평일
12,화요일,서울특별시,송파구,카페/디저트,평일,13,목요일,평일,,,평일
12,화요일,서울특별시,양천구,카페/디저트,평일,13,목요일,평일,,,평일
12,화요일,서울특별시,구로구,카페/디저트,평일,14,목요일,평일,,,평일
12,화요일,서울특별시,노원구,카페/디저트,평일,14,목요일,평일,,,평일
12,화요일,서울특별시,송파구,카페/디저트,평일,14,목요일,평일,,,평일
12,화요일,서울특별시,강서구,카페/디저트,평일,14,목요일,평일,,,평일
12,화요일,서울특별시,성북구,카페/디저트,평일,14,목요일,평일,,,평일
12,화요일,서울특별시,강서구,카페/디저트,평일,14,목요일,평일,,,평일
12,화요일,서울특별시,구로구,카페/디저트,평일,14,목요일,평일,,,평일
12,화요일,서울특별시,구로구,카페/디저트,평일,14,목요일,평일,,,평일
12,화요일,서울특별시,송파구,카페/디저트,평일,14,목요일,평일,,,평일
12,화요일,서울특별시,강서구,카페/디저트,평일,14,목요일,평일,,,평일
12,화요일,서울특별시,송파구,카페/디저트,평일,14,목요일,평일,,,평일
12,화요일,서울특별시,송파구,카페/디저트,평일,14,목요일,평일,,,평일
12,화요일,서울특별시,구로구,카페/디저트,평일,14,목요일,평일,,,평일
12,화요일,서울특별시,송파구,카페/디저트,평일,14,목요일,평일,,,평일
12,화요일,서울특별시,송파구,카페/디저트,평일,15,목요일,평일,,,평일
12,화요일,서울특별시,강서구,카페/디저트,평일,15,목요일,평일,,,평일
12,화요일,서울특별시,도봉구,카페/디저트,평일,15,목요일,평일,,,평일
12,화요일,서울특별시,구로구,카페/디저트,평일,15,목요일,평일,,,평일
12,화요일,서울특별시,노원구,카페/디저트,평일,15,목요일,평일,,,평일
12,화요일,서울특별시,성북구,카페/디저트,평일,15,목요일,평일,,,평일
12,화요일,서울특별시,성북구,카페/디저트,평일,15,목요일,평일,,,평일
12,화요일,서울특별시,강서구,카페/디저트,평일,15,목요일,평일,,,평일
12,화요일,서울특별시,강서구,카페/디저트,평일,15,목요일,평일,,,평일
12,화요일,서울특별시,서대문구,카페/디저트,평일,15,목요일,평일,,,평일
12,화요일,서울특별시,송파구,카페/디저트,평일,15,목요일,평일,,,평일
12,화요일,서울특별시,송파구,카페/디저트,평일,15,목요일,평일,,,평일
12,화요일,서울특별시,성북구,카페/디저트,평일,15,목요일,평일,,,평일
12,화요일,서울특별시,구로구,카페/디저트,평일,15,목요일,평일,,,평일
12,화요일,서울특별시,구로구,카페/디저트,평일,15,목요일,평일,,,평일
12,화요일,서울특별시,구로구,카페/디저트,평일,15,목요일,평일,,,평일
12,화요일,서울특별시,성북구,카페/디저트,평일,15,목요일,평일,,,평일
12,화요일,서울특별시,강서구,카페/디저트,평일,15,목요일,평일,,,평일
12,화요일,서울특별시,성북구,카페/디저트,평일,15,목요일,평일,,,평일
12,화요일,서울특별시,강서구,카페/디저트,평일,15,목요일,평일,,,평일
13,화요일,서울특별시,은평구,카페/디저트,평일,15,목요일,평일,,,평일
12,화요일,서울특별시,서대문구,카페/디저트,평일,15,목요일,평일,,,평일
12,화요일,서울특별시,은평구,카페/디저트,평일,15,목요일,평일,,,평일
13,화요일,서울특별시,구로구,카페/디저트,평일,16,목요일,평일,,,평일
12,화요일,서울특별시,구로구,카페/디저트,평일,16,목요일,평일,,,평일
12,화요일,서울특별시,성북구,카페/디저트,평일,16,목요일,평일,,,평일
13,화요일,서울특별시,금천구,카페/디저트,평일,16,목요일,평일,,,평일
13,화요일,서울특별시,강서구,카페/디저트,평일,16,목요일,평일,,,평일
12,화요일,서울특별시,구로구,카페/디저트,평일,16,목요일,평일,,,평일
13,화요일,서울특별시,구로구,카페/디저트,평일,16,목요일,평일,,,평일
12,화요일,서울특별시,송파구,카페/디저트,평일,16,목요일,평일,,,평일
13,화요일,서울특별시,강서구,카페/디저트,평일,16,목요일,평일,,,평일
12,화요일,서울특별시,영등포구,카페/디저트,평일,16,목요일,평일,,,평일
13,화요일,서울특별시,강서구,카페/디저트,평일,16,목요일,평일,,,평일
13,화요일,서울특별시,구로구,카페/디저트,평일,16,목요일,평일,,,평일
13,화요일,서울특별시,영등포구,카페/디저트,평일,16,목요일,평일,,,평일
13,화요일,서울특별시,성북구,카페/디저트,평일,17,목요일,평일,,,평일
13,화요일,서울특별시,은평구,카페/디저트,평일,17,목요일,평일,,,평일
13,화요일,서울특별시,강서구,카페/디저트,평일,17,목요일,평일,,,평일
13,화요일,서울특별시,송파구,카페/디저트,평일,17,목요일,평일,,,평일
13,화요일,서울특별시,송파구,카페/디저트,평일,17,목요일,평일,,,평일
13,화요일,서울특별시,강서구,카페/디저트,평일,17,목요일,평일,,,평일
13,화요일,서울특별시,강서구,카페/디저트,평일,17,목요일,평일,,,평일
13,화요일,서울특별시,강서구,카페/디저트,평일,17,목요일,평일,,,평일
13,화요일,서울특별시,송파구,카페/디저트,평일,17,목요일,평일,,,평일
13,화요일,서울특별시,구로구,카페/디저트,평일,17,목요일,평일,,,평일
13,화요일,서울특별시,송파구,카페/디저트,평일,18,목요일,평일,,,평일
13,화요일,서울특별시,은평구,카페/디저트,평일,18,목요일,평일,,,평일
13,화요일,서울특별시,송파구,카페/디저트,평일,18,목요일,평일,,,평일
13,화요일,서울특별시,강서구,카페/디저트,평일,18,목요일,평일,,,평일
13,화요일,서울특별시,성북구,카페/디저트,평일,18,목요일,평일,,,평일
13,화요일,서울특별시,송파구,카페/디저트,평일,18,목요일,평일,,,평일
13,화요일,서울특별시,금천구,카페/디저트,평일,18,목요일,평일,,,평일
13,화요일,서울특별시,양천구,카페/디저트,평일,18,목요일,평일,,,평일
13,화요일,서울특별시,송파구,카페/디저트,평일,18,목요일,평일,,,평일
13,화요일,서울특별시,구로구,카페/디저트,평일,18,목요일,평일,,,평일
13,화요일,서울특별시,성북구,카페/디저트,평일,18,목요일,평일,,,평일
13,화요일,서울특별시,구로구,카페/디저트,평일,18,목요일,평일,,,평일
13,화요일,서울특별시,성북구,카페/디저트,평일,18,목요일,평일,,,평일
13,화요일,서울특별시,영등포구,카페/디저트,평일,19,목요일,평일,,,평일
13,화요일,서울특별시,성북구,카페/디저트,평일,19,목요일,평일,,,평일
13,화요일,서울특별시,구로구,카페/디저트,평일,19,목요일,평일,,,평일
13,화요일,서울특별시,양천구,카페/디저트,평일,19,목요일,평일,,,평일
13,화요일,서울특별시,성북구,카페/디저트,평일,19,목요일,평일,,,평일
13,화요일,서울특별시,금천구,카페/디저트,평일,19,목요일,평일,,,평일
13,화요일,서울특별시,서대문구,카페/디저트,평일,19,목요일,평일,,,평일
13,화요일,서울특별시,구로구,카페/디저트,평일,19,목요일,평일,,,평일
13,화요일,서울특별시,구로구,카페/디저트,평일,19,목요일,평일,,,평일
13,화요일,서울특별시,강서구,카페/디저트,평일,19,목요일,평일,,,평일
13,화요일,서울특별시,성북구,카페/디저트,평일,19,목요일,평일,,,평일
13,화요일,서울특별시,송파구,카페/디저트,평일,19,목요일,평일,,,평일
13,화요일,서울특별시,성북구,카페/디저트,평일,19,목요일,평일,,,평일
13,화요일,서울특별시,구로구,카페/디저트,평일,19,목요일,평일,,,평일
13,화요일,서울특별시,구로구,카페/디저트,평일,19,목요일,평일,,,평일
13,화요일,서울특별시,강서구,카페/디저트,평일,19,목요일,평일,,,평일
13,화요일,서울특별시,성북구,카페/디저트,평일,19,목요일,평일,,,평일
13,화요일,서울특별시,구로구,카페/디저트,평일,19,목요일,평일,,,평일
13,화요일,서울특별시,강서구,카페/디저트,평일,20,목요일,평일,,,평일
13,화요일,서울특별시,금천구,카페/디저트,평일,20,목요일,평일,,,평일
13,화요일,서울특별시,송파구,카페/디저트,평일,20,목요일,평일,,,평일
13,화요일,서울특별시,송파구,카페/디저트,평일,20,목요일,평일,,,평일
13,화요일,서울특별시,송파구,카페/디저트,평일,20,목요일,평일,,,평일
13,화요일,서울특별시,강서구,카페/디저트,평일,20,목요일,평일,,,평일
13,화요일,서울특별시,강서구,카페/디저트,평일,20,목요일,평일,,,평일
13,화요일,서울특별시,성북구,카페/디저트,평일,20,목요일,평일,,,평일
13,화요일,서울특별시,구로구,카페/디저트,평일,20,목요일,평일,,,평일
13,화요일,서울특별시,성북구,카페/디저트,평일,20,목요일,평일,,,평일
13,화요일,서울특별시,양천구,카페/디저트,평일,20,목요일,평일,,,평일
13,화요일,서울특별시,구로구,카페/디저트,평일,20,목요일,평일,,,평일
13,화요일,서울특별시,송파구,카페/디저트,평일,20,목요일,평일,,,평일
13,화요일,서울특별시,금천구,카페/디저트,평일,20,목요일,평일,,,평일
14,화요일,서울특별시,구로구,카페/디저트,평일,20,목요일,평일,,,평일
14,화요일,서울특별시,성북구,카페/디저트,평일,20,목요일,평일,,,평일
14,화요일,서울특별시,구로구,카페/디저트,평일,20,목요일,평일,,,평일
14,화요일,서울특별시,강서구,카페/디저트,평일,20,목요일,평일,,,평일
14,화요일,서울특별시,송파구,카페/디저트,평일,20,목요일,평일,,,평일
14,화요일,서울특별시,양천구,카페/디저트,평일,20,목요일,평일,,,평일
14,화요일,서울특별시,강서구,카페/디저트,평일,20,목요일,평일,,,평일
13,화요일,서울특별시,구로구,카페/디저트,평일,20,목요일,평일,,,평일
14,화요일,서울특별시,양천구,카페/디저트,평일,20,목요일,평일,,,평일
13,화요일,서울특별시,강서구,카페/디저트,평일,20,목요일,평일,,,평일
13,화요일,서울특별시,송파구,카페/디저트,평일,20,목요일,평일,,,평일
14,화요일,서울특별시,금천구,카페/디저트,평일,20,목요일,평일,,,평일
14,화요일,서울특별시,구로구,카페/디저트,평일,20,목요일,평일,,,평일
14,화요일,서울특별시,양천구,카페/디저트,평일,20,목요일,평일,,,평일
14,화요일,서울특별시,강서구,카페/디저트,평일,20,목요일,평일,,,평일
14,화요일,서울특별시,성북구,카페/디저트,평일,20,목요일,평일,,,평일
14,화요일,서울특별시,강서구,카페/디저트,평일,20,목요일,평일,,,평일
14,화요일,서울특별시,양천구,카페/디저트,평일,21,목요일,평일,,,평일
14,화요일,서울특별시,강서구,카페/디저트,평일,21,목요일,평일,,,평일
14,화요일,서울특별시,구로구,카페/디저트,평일,21,목요일,평일,,,평일
14,화요일,서울특별시,송파구,카페/디저트,평일,21,목요일,평일,,,평일
14,화요일,서울특별시,금천구,카페/디저트,평일,21,목요일,평일,,,평일
14,화요일,서울특별시,구로구,카페/디저트,평일,21,목요일,평일,,,평일
14,화요일,서울특별시,구로구,카페/디저트,평일,22,목요일,평일,,,평일
14,화요일,서울특별시,도봉구,카페/디저트,평일,22,목요일,평일,,,평일
14,화요일,서울특별시,송파구,카페/디저트,평일,22,목요일,평일,,,평일
14,화요일,서울특별시,구로구,카페/디저트,평일,22,목요일,평일,,,평일
14,화요일,서울특별시,구로구,카페/디저트,평일,22,목요일,평일,,,평일
14,화요일,서울특별시,은평구,카페/디저트,평일,22,목요일,평일,,,평일
14,화요일,서울특별시,송파구,카페/디저트,평일,22,목요일,평일,,,평일
14,화요일,서울특별시,송파구,카페/디저트,평일,22,목요일,평일,,,평일
14,화요일,서울특별시,구로구,카페/디저트,평일,22,목요일,평일,,,평일
14,화요일,서울특별시,도봉구,카페/디저트,평일,22,목요일,평일,,,평일
14,화요일,서울특별시,강서구,카페/디저트,평일,23,목요일,평일,,,평일
14,화요일,서울특별시,송파구,카페/디저트,평일,23,목요일,평일,,,평일
14,화요일,서울특별시,성북구,카페/디저트,평일,23,목요일,평일,,,평일
14,화요일,서울특별시,도봉구,카페/디저트,평일,23,목요일,평일,,,평일
14,화요일,서울특별시,성북구,카페/디저트,평일,23,목요일,평일,,,평일
14,화요일,서울특별시,도봉구,카페/디저트,평일,23,목요일,평일,,,평일
14,화요일,서울특별시,강서구,카페/디저트,평일,23,목요일,평일,,,평일
14,화요일,서울특별시,강서구,카페/디저트,평일,23,목요일,평일,,,평일
14,화요일,서울특별시,도봉구,카페/디저트,평일,11,금요일,평일,,,평일
14,화요일,서울특별시,강서구,카페/디저트,평일,11,금요일,평일,,,평일
14,화요일,서울특별시,강서구,카페/디저트,평일,11,금요일,평일,,,평일
14,화요일,서울특별시,양천구,카페/디저트,평일,12,금요일,평일,,,평일
14,화요일,서울특별시,양천구,카페/디저트,평일,12,금요일,평일,,,평일
14,화요일,서울특별시,양천구,카페/디저트,평일,11,금요일,평일,,,평일
14,화요일,서울특별시,구로구,카페/디저트,평일,12,금요일,평일,,,평일
14,화요일,서울특별시,구로구,카페/디저트,평일,12,금요일,평일,,,평일
14,화요일,서울특별시,성북구,카페/디저트,평일,12,금요일,평일,,,평일
14,화요일,서울특별시,구로구,카페/디저트,평일,12,금요일,평일,,,평일
14,화요일,서울특별시,구로구,카페/디저트,평일,12,금요일,평일,,,평일
14,화요일,서울특별시,송파구,카페/디저트,평일,12,금요일,평일,,,평일
14,화요일,서울특별시,강서구,카페/디저트,평일,12,금요일,평일,,,평일
14,화요일,서울특별시,구로구,카페/디저트,평일,13,금요일,평일,,,평일
14,화요일,서울특별시,강서구,카페/디저트,평일,15,금요일,평일,,,평일
14,화요일,서울특별시,강서구,카페/디저트,평일,15,금요일,평일,,,평일
14,화요일,서울특별시,강서구,카페/디저트,평일,15,금요일,평일,,,평일
14,화요일,서울특별시,구로구,카페/디저트,평일,15,금요일,평일,,,평일
14,화요일,서울특별시,송파구,카페/디저트,평일,17,금요일,평일,,,평일
14,화요일,서울특별시,송파구,카페/디저트,평일,17,금요일,평일,,,평일
14,화요일,서울특별시,구로구,카페/디저트,평일,18,금요일,평일,,,평일
14,화요일,서울특별시,성북구,카페/디저트,평일,18,금요일,평일,,,평일
14,화요일,서울특별시,강서구,카페/디저트,평일,18,금요일,평일,,,평일
14,화요일,서울특별시,구로구,카페/디저트,평일,18,금요일,평일,,,평일
14,화요일,서울특별시,구로구,카페/디저트,평일,18,금요일,평일,,,평일
14,화요일,서울특별시,성북구,카페/디저트,평일,19,금요일,평일,,,평일
14,화요일,서울특별시,성북구,카페/디저트,평일,19,금요일,평일,,,평일
14,화요일,서울특별시,강서구,카페/디저트,평일,11,토요일,주말,,,평일
14,화요일,서울특별시,성북구,카페/디저트,평일,11,토요일,주말,,,평일
14,화요일,서울특별시,강서구,카페/디저트,평일,11,토요일,주말,,,평일
14,화요일,서울특별시,구로구,카페/디저트,평일,12,토요일,주말,,,평일
14,화요일,서울특별시,구로구,카페/디저트,평일,13,토요일,주말,,,평일
14,화요일,서울특별시,금천구,카페/디저트,평일,13,토요일,주말,,,평일
14,화요일,서울특별시,구로구,카페/디저트,평일,13,토요일,주말,,,평일
14,화요일,서울특별시,강서구,카페/디저트,평일,13,토요일,주말,,,평일
14,화요일,서울특별시,구로구,카페/디저트,평일,14,토요일,주말,,,평일
14,화요일,서울특별시,강서구,카페/디저트,평일,14,토요일,주말,,,평일
15,화요일,서울특별시,성북구,카페/디저트,평일,14,토요일,주말,,,평일
14,화요일,서울특별시,강서구,카페/디저트,평일,14,토요일,주말,,,평일
15,화요일,서울특별시,강서구,카페/디저트,평일,14,토요일,주말,,,평일
14,화요일,서울특별시,강서구,카페/디저트,평일,14,토요일,주말,,,평일
15,화요일,서울특별시,양천구,카페/디저트,평일,14,토요일,주말,,,평일
15,화요일,서울특별시,송파구,카페/디저트,평일,15,토요일,주말,,,평일
14,화요일,서울특별시,구로구,카페/디저트,평일,15,토요일,주말,,,평일
14,화요일,서울특별시,구로구,카페/디저트,평일,15,토요일,주말,,,평일
14,화요일,서울특별시,구로구,카페/디저트,평일,15,토요일,주말,,,평일
15,화요일,서울특별시,구로구,카페/디저트,평일,16,토요일,주말,,,평일
14,화요일,서울특별시,송파구,카페/디저트,평일,16,토요일,주말,,,평일
14,화요일,서울특별시,송파구,카페/디저트,평일,16,토요일,주말,,,평일
15,화요일,서울특별시,금천구,카페/디저트,평일,16,토요일,주말,,,평일
15,화요일,서울특별시,송파구,카페/디저트,평일,16,토요일,주말,,,평일
14,화요일,서울특별시,양천구,카페/디저트,평일,16,토요일,주말,,,평일
14,화요일,서울특별시,강서구,카페/디저트,평일,19,토요일,주말,,,평일
15,화요일,서울특별시,강서구,카페/디저트,평일,20,토요일,주말,,,평일
15,화요일,서울특별시,강서구,카페/디저트,평일,10,일요일,주말,,,평일
15,화요일,서울특별시,금천구,카페/디저트,평일,10,일요일,주말,,,평일
15,화요일,서울특별시,구로구,카페/디저트,평일,11,일요일,주말,,,평일
15,화요일,서울특별시,강서구,카페/디저트,평일,11,일요일,주말,,,평일
15,화요일,서울특별시,강서구,카페/디저트,평일,11,일요일,주말,,,평일
15,화요일,서울특별시,구로구,카페/디저트,평일,11,일요일,주말,,,평일
15,화요일,서울특별시,성북구,카페/디저트,평일,11,일요일,주말,,,평일
15,화요일,서울특별시,강서구,카페/디저트,평일,11,일요일,주말,,,평일
15,화요일,서울특별시,강서구,카페/디저트,평일,11,일요일,주말,,,평일
15,화요일,서울특별시,강서구,카페/디저트,평일,11,일요일,주말,,,평일
15,화요일,서울특별시,강서구,카페/디저트,평일,11,일요일,주말,,,평일
15,화요일,서울특별시,강서구,카페/디저트,평일,11,일요일,주말,,,평일
15,화요일,서울특별시,구로구,카페/디저트,평일,11,일요일,주말,,,평일
15,화요일,서울특별시,양천구,카페/디저트,평일,12,일요일,주말,,,평일
15,화요일,서울특별시,성북구,카페/디저트,평일,12,일요일,주말,,,평일
15,화요일,서울특별시,송파구,카페/디저트,평일,12,일요일,주말,,,평일
15,화요일,서울특별시,강서구,카페/디저트,평일,12,일요일,주말,,,평일
15,화요일,서울특별시,성북구,카페/디저트,평일,12,일요일,주말,,,평일
15,화요일,서울특별시,강서구,카페/디저트,평일,12,일요일,주말,,,평일
15,화요일,서울특별시,구로구,카페/디저트,평일,12,일요일,주말,,,평일
15,화요일,서울특별시,구로구,카페/디저트,평일,12,일요일,주말,,,평일
15,화요일,서울특별시,강서구,카페/디저트,평일,12,일요일,주말,,,평일
15,화요일,서울특별시,구로구,카페/디저트,평일,12,일요일,주말,,,평일
15,화요일,서울특별시,송파구,카페/디저트,평일,13,일요일,주말,,,평일
15,화요일,서울특별시,강서구,카페/디저트,평일,13,일요일,주말,,,평일
15,화요일,서울특별시,양천구,카페/디저트,평일,13,일요일,주말,,,평일
15,화요일,서울특별시,성북구,카페/디저트,평일,13,일요일,주말,,,평일
15,화요일,서울특별시,구로구,카페/디저트,평일,13,일요일,주말,,,평일
15,화요일,서울특별시,양천구,카페/디저트,평일,13,일요일,주말,,,평일
15,화요일,서울특별시,강서구,카페/디저트,평일,13,일요일,주말,,,평일
15,화요일,서울특별시,송파구,카페/디저트,평일,13,일요일,주말,,,평일
15,화요일,서울특별시,양천구,카페/디저트,평일,13,일요일,주말,,,평일
15,화요일,서울특별시,강북구,카페/디저트,평일,13,일요일,주말,,,평일
15,화요일,서울특별시,양천구,카페/디저트,평일,13,일요일,주말,,,평일
15,화요일,서울특별시,구로구,카페/디저트,평일,13,일요일,주말,,,평일
15,화요일,서울특별시,송파구,카페/디저트,평일,13,일요일,주말,,,평일
15,화요일,서울특별시,강북구,카페/디저트,평일,13,일요일,주말,,,평일
15,화요일,서울특별시,구로구,카페/디저트,평일,13,일요일,주말,,,평일
15,화요일,서울특별시,성북구,카페/디저트,평일,13,일요일,주말,,,평일
15,화요일,서울특별시,성북구,카페/디저트,평일,13,일요일,주말,,,평일
15,화요일,서울특별시,구로구,카페/디저트,평일,14,일요일,주말,,,평일
15,화요일,서울특별시,구로구,카페/디저트,평일,14,일요일,주말,,,평일
15,화요일,서울특별시,성북구,카페/디저트,평일,14,일요일,주말,,,평일
15,화요일,서울특별시,송파구,카페/디저트,평일,14,일요일,주말,,,평일
15,화요일,서울특별시,구로구,카페/디저트,평일,14,일요일,주말,,,평일
15,화요일,서울특별시,강북구,카페/디저트,평일,14,일요일,주말,,,평일
15,화요일,서울특별시,구로구,카페/디저트,평일,14,일요일,주말,,,평일
15,화요일,서울특별시,송파구,카페/디저트,평일,14,일요일,주말,,,평일
15,화요일,서울특별시,송파구,카페/디저트,평일,14,일요일,주말,,,평일
15,화요일,서울특별시,송파구,카페/디저트,평일,14,일요일,주말,,,평일
15,화요일,서울특별시,강북구,카페/디저트,평일,14,일요일,주말,,,평일
15,화요일,서울특별시,강서구,카페/디저트,평일,14,일요일,주말,,,평일
15,화요일,서울특별시,송파구,카페/디저트,평일,15,일요일,주말,,,평일
16,화요일,서울특별시,구로구,카페/디저트,평일,15,일요일,주말,,,평일
15,화요일,서울특별시,송파구,카페/디저트,평일,15,일요일,주말,,,평일
15,화요일,서울특별시,강서구,카페/디저트,평일,15,일요일,주말,,,평일
15,화요일,서울특별시,구로구,카페/디저트,평일,15,일요일,주말,,,평일
15,화요일,서울특별시,송파구,카페/디저트,평일,15,일요일,주말,,,평일
16,화요일,서울특별시,성북구,카페/디저트,평일,15,일요일,주말,,,평일
15,화요일,서울특별시,송파구,카페/디저트,평일,15,일요일,주말,,,평일
